,OBJECTID,siteNo,location,SiteID,Easting,Northing,Current_,pollutants,InstrumentID,Exposure,tube_kerb,rec_kerb,comments,AQMA,Detailed_Location,Tube_Height,Elevation,Grid_ID,LocationClass,LAQM_Locationclass,Survey,RouteID,RouteSequenceID,Description,DateStart,DateEnd,Colocated,Duplicate_Triplicate,obstruction_m,obstruction_lt,inlet_flow_clear,junction_m,longitude,latitude
565,566,577,High St lamp post outside Wards solicitors,577,358935,172981,Yes,NO2,1,No,4.0,4.0,,Yes,"High St, lamp post outside Wards Solicitors",2.0,14.5,48.0,Urban Traffic,Roadside,,,,,1591142400000.0,,,,1.0,Yes,Yes,55.0,-2.5923923333976444,51.454309282152614
566,567,578,Church Road-CAZ-Outside Gurdwara,578,361892,173552,Yes,NO2,1,Yes,2.0,6.0,,Yes,Outside Gurdwara,2.5,39.5,59.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,60.0,-2.549898325547875,51.45965072530376
567,568,579,Church Road-CAZ-Lamppost,579,362191,173584,Yes,NO2,1,Yes,0.1,2.0,,Yes,Lamppost,2.5,51.3,60.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,250.0,-2.545598213891304,51.45995848086373
568,569,580,Marlborough St-CAZ-Lamppost opposite hosp,580,358754,173528,Yes,NO2,1,Yes,2.0,2.0,,Yes,Lamppost opposite hosp,2.5,20.9,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,1.0,-2.5950610851309808,51.459214344431686
569,570,581,Marlborough St-CAZ-Lamppost by coach station,581,358908,173574,Yes,NO2,1,No,0.1,100.0,,Yes,Lamppost by coach station,2.5,16.9,56.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,85.0,-2.5928499447654736,51.45963920005343
570,571,582,Rupert St-CAZ-Post outside fire station,582,358893,173333,Yes,NO2,1,No,2.0,100.0,,Yes,Post outside fire station,2.5,8.7,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,40.0,-2.5930377510165115,51.45747118405416
571,572,583,Rupert St-CAZ-Post outside police station,583,358870,173340,Yes,NO2,1,No,3.0,100.0,,Yes,Post outside police station,2.5,8.7,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,66.0,-2.593369589576211,51.45753244526991
572,573,584,Rupert St-CAZ-Post outside Fusion Tower,584,358773,173276,Yes,NO2,1,Yes,3.0,16.0,,Yes,Post outside Fusion Tower,2.5,8.2,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,4.0,No,Yes,45.0,-2.5947581675443407,51.45694990864963
573,574,585,Park St-CAZ-Lamppost by Guild,585,358192,173050,Yes,NO2,1,Yes,2.0,7.0,,Yes,Lamppost by Guild,2.5,33.8,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,127.0,-2.6030932035994963,51.454875054048884
574,575,586,Park St-CAZ-Lamppost by Agora,586,358195,173018,Yes,NO2,1,Yes,0.1,4.0,,Yes,Lamppost by Agora,2.5,31.4,56.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,165.0,-2.6030462329701183,51.45458755261621
575,576,587,Baldwin St-CAZ-Lamppost by Yelland House,587,358802,172896,Yes,NO2,1,Yes,2.5,4.6,,Yes,Lamppost by Yelland House,2.5,10.7,48.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,170.0,-2.594296442441514,51.45353530670804
576,577,588,Baldwin St-CAZ-Drainpipe on building,588,358739,172869,Yes,NO2,1,Yes,6.4,6.4,,Yes,Drainpipe on building,2.5,9.1,48.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,No,118.0,-2.5951999144385454,51.45328792994502
577,578,589,Marlborough St-CAZ-On sign leg,589,358849,173606,Yes,NO2,1,Yes,1.0,7.0,,Yes,On sign leg,2.5,19.4,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,15.0,-2.5937028738748245,51.45992261842625
578,579,590,Marlborough St-CAZ-Post by bollards,590,358789,173589,Yes,NO2,1,No,2.1,42.0,,Yes,Post by bollards,2.5,23.3,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,51.0,-2.5945644728563,51.459765379726626
579,580,591,Marlborough St-CAZ-Post,591,358805,173575,Yes,NO2,1,No,0.4,100.0,,Yes,Post,2.5,20.5,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,5.0,No,Yes,44.0,-2.59433254559427,51.45964067037348
580,581,592,Upper Maudlin St-CAZ-Crossing by BRI,592,358662,173409,Yes,NO2,1,No,0.1,0.0,,Yes,Crossing by BRI,2.5,23.9,56.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,21.0,-2.596371276056786,51.45813762889828
581,582,593,Upper Maudlin St-CAZ-Post by BRI,593,358610,173350,Yes,NO2,1,Yes,1.0,4.0,,Yes,Post by BRI,2.5,27.8,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,80.0,-2.5971127641203378,51.45760332078701
582,583,594,Lower Park Row-CAZ-Post by Art shop,594,358540,173234,Yes,NO2,1,Yes,2.0,2.0,,Yes,Post by Art shop,2.5,35.7,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,No,45.0,-2.598106591321577,51.45655517557038
583,584,595,Lower Park Row-CAZ-Post after OTR,595,358510,173197,Yes,NO2,1,Yes,2.0,2.0,,Yes,Post after OTR,2.5,38.8,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,60.0,-2.598533997606408,51.456220286687454
584,585,596,Park Row-CAZ-Lamppost by museum,596,358431,173120,Yes,NO2,1,Yes,3.0,8.0,,Yes,Lamppost by museum,2.5,37.1,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,No,140.0,-2.5996618764920316,51.455522128733605
585,586,597,Park Row-CAZ-Post by house,597,358403,173124,Yes,NO2,1,Yes,2.0,2.0,,Yes,Post by house,2.5,39.2,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,94.0,-2.6000653132718785,51.455556028018044
586,587,598,Queens Road-CAZ-Lamppost by UoB,598,358061,173182,Yes,NO2,1,No,2.4,100.0,,Yes,Lamppost by UoB,2.5,46.9,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,10.0,No,Yes,55.0,-2.6049942263652897,51.45605218353791
587,588,599,Park St-CAZ-Lamppost by bike stands,599,358135,173123,Yes,NO2,1,Yes,2.0,6.0,,Yes,Lamppost by bike stands,2.5,42.0,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,23.0,-2.6039222021981017,51.45552719362496
588,589,600,Park St-CAZ-Lamppost by City Hall,600,358322,172858,Yes,NO2,1,Yes,5.0,16.0,,Yes,Lamppost by City Hall,2.5,17.5,48.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,8.0,No,Yes,202.0,-2.601199589033542,51.45315833731595
589,590,601,College Green-CAZ-Lamppost opp Denmark St,601,358563,172818,Yes,NO2,1,No,2.6,100.0,,Yes,Lamppost opp Denmark St,2.5,9.2,48.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,62.0,-2.5977267113687077,51.45281645509185
590,591,602,Anchor Road-CAZ-Lamppost,602,358469,172656,Yes,NO2,1,Yes,2.0,2.3,,Yes,Lamppost,2.5,9.1,48.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,87.0,-2.5990603605117784,51.45135293174533
591,592,603,Lewins Mead-CAZ-Post by Evans Cycles,603,358767,173320,Yes,NO2,1,No,1.5,17.7,,Yes,Post by Evans Cycles,2.5,7.8,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,80.0,-2.5948496613473018,51.4573450900461
592,593,604,Lewins Mead-CAZ-Post by PMT,604,358817,173342,Yes,NO2,1,No,1.0,0.0,,Yes,Post by PMT,2.5,8.4,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,60.0,-2.5941326158611657,51.45754655684441
593,594,605,Rupert St-CAZ-Post by Courtrooms,605,358718,173227,Yes,NO2,1,Yes,6.0,12.0,,Yes,Post by Courtrooms,2.5,9.1,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,18.0,-2.5955440010482196,51.45650530459243
594,595,606,Victoria Street-CAZ-No entry sign,606,359124,172803,Yes,NO2,1,Yes,1.0,12.6,,Yes,No entry sign,2.5,8.4,49.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,145.0,-2.589651799879907,51.45272255859053
595,596,607,Counterslip-CAZ-Drainpipe on building,607,359183,172826,Yes,NO2,1,Yes,1.1,3.6,,Yes,Drainpipe on building,2.5,8.4,49.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,30.0,-2.5888054076467677,51.452933637298806
596,597,608,Temple Gate-CAZ-Lamppost,608,359563,172290,Yes,NO2,1,Yes,0.4,3.0,,Yes,Lamppost,2.5,10.1,49.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,25.0,-2.5832756816074984,51.44814171947229
597,598,609,Bath Road-CAZ-Lamppost or sign,609,359740,172116,Yes,NO2,1,No,2.0,100.0,,Yes,Lamppost or sign,2.5,15.5,49.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,75.0,-2.5807089889873667,51.44658992960736
598,599,610,Wells Road-CAZ-Lamppost,610,359967,171548,Yes,NO2,1,Yes,2.0,2.0,,Yes,Lamppost,2.5,41.0,41.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,40.0,-2.577378418343403,51.44149913036777
599,600,611,Winterstoke Road-CAZ-Lamppost,611,357425,170769,Yes,NO2,1,No,1.0,100.0,,Yes,Lamppost,2.5,12.6,29.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,4.0,No,Yes,32.0,-2.613857696558156,51.434309293341215
600,601,612,Newfoundland St-CAZ-Lamppost by layby,612,359206,173557,Yes,NO2,1,No,4.0,20.0,,Yes,Lamppost by layby,2.5,13.0,57.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,33.0,-2.5885588452778237,51.45950800085905
601,602,613,Newfoundland St-CAZ-Lamppost by crossing,613,359316,173554,Yes,NO2,1,No,0.1,8.0,,Yes,Lamppost by crossing,2.5,12.2,57.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,70.0,-2.586975266839488,51.45948898025356
602,603,614,Temple Way-CAZ-Sign by Champ Square,614,359516,173374,Yes,NO2,1,No,1.0,10.0,,Yes,Sign by Champ Square,2.5,11.2,57.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,76.0,-2.5840760350665817,51.457884936599974
603,604,615,Newfoundland Way-CAZ-Lamppost by petrol station,615,359659,173688,Yes,NO2,1,No,0.8,8.0,,Yes,Lamppost by petrol station,2.5,10.8,57.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,4.0,No,Yes,75.0,-2.582053807295406,51.46071848159792
604,605,616,Newfoundland Way-CAZ-Road sign,616,359747,173717,Yes,NO2,1,No,0.7,100.0,,Yes,Road sign,2.5,10.6,57.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,5.0,No,Yes,120.0,-2.5807905045219477,51.460985521353635
605,606,617,Houlton St-CAZ-30mph sign,617,359686,173587,Yes,NO2,1,No,0.5,100.0,,Yes,30mph sign,2.5,9.8,57.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,55.0,-2.581653647484718,51.45981228421031
606,607,618,Cheltenham Rd-CAZ-Sign opp Tesco,618,359086,174187,Yes,NO2,1,Yes,3.0,7.7,,Yes,Sign opp Tesco,2.5,25.2,67.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,82.0,-2.590359171464564,51.465163870526716
607,608,619,Cheltenham Rd-CAZ-Lamppost by Bite,619,359119,174149,Yes,NO2,1,Yes,3.0,3.0,,Yes,Lamppost by Bite,2.5,25.2,67.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,54.0,-2.589879727669806,51.464824593701444
608,609,620,Lower Ashley Rd-CAZ-Lamppost by grass,620,360008,174297,No,NO2,1,Yes,0.1,0.0,,Yes,Lamppost by grass,2.5,10.6,68.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,,No,No,,-2.577099537437101,51.466219075560744
609,610,621,Gloucester Rd-CAZ-Lamppost by bus stop,621,359256,175999,Yes,NO2,1,Yes,3.0,3.0,,Yes,Lamppost by bus stop,2.5,55.3,80.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,237.0,-2.588121858138267,51.481467856135964
610,611,622,Bedminster Rd-CAZ-Lamppost opp school,622,358034,170602,Yes,NO2,1,Yes,2.0,4.5,,Yes,Lamppost opp school,2.5,14.5,30.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,8.0,No,Yes,96.0,-2.6050774743704452,51.43285351616177
611,612,623,Bedminster Rd-CAZ-Lamppost by school,623,358059,170597,Yes,NO2,1,Yes,2.2,6.3,,Yes,Lamppost by school,2.5,13.6,30.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,4.0,No,Yes,118.0,-2.604717264179191,51.432810422985916
612,613,624,Bedminster Rd-CAZ-Post opp Van Sales,624,357858,170499,Yes,NO2,1,Yes,2.0,10.0,,Yes,Post opp Van Sales,2.5,23.9,29.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,8.0,No,Yes,82.0,-2.607596827092998,51.4319143143871
613,614,625,Bedminster Rd-CAZ-Lamppost by Van Sales,625,357842,170514,Yes,NO2,1,No,1.2,100.0,,Yes,Lamppost by Van Sales,2.5,24.6,29.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,92.0,-2.6078287722482165,51.43204798146023
614,615,626,Bedminster Rd-CAZ-Post,626,357667,170466,Yes,NO2,1,No,2.0,100.0,,Yes,Post,2.5,37.3,29.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,13.0,No,Yes,110.0,-2.610340280252158,51.43160329673951
615,616,627,Parson St-CAZ-Lamppost by Station,627,357829,170658,Yes,NO2,1,No,3.0,100.0,,Yes,Lamppost by Station,2.5,22.8,29.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,40.0,-2.60803300831531,51.4333417022904
616,617,628,Lower Ashley Rd-CAZ-Lamppost by Geo Jones,628,359899,174335,Yes,NO2,1,Yes,4.0,4.0,,Yes,Lamppost by Geo Jones,2.5,14.0,67.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,30.0,-2.5786729323294484,51.466553009174774
617,618,629,Lower Ashley Rd-CAZ-Lamppost opp London Rd,629,359936,174330,Yes,NO2,1,Yes,2.0,3.0,,Yes,Lamppost opp London Rd,2.5,12.5,67.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,54.0,-2.5781397382232036,51.466510681230226
618,619,630,Bedminster Down Rd-CAZ-Lamppost by billboard,630,357533,170410,Yes,NO2,1,No,3.0,100.0,,Yes,Lamppost by billboard,2.5,37.4,29.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,65.0,-2.612261044986583,51.43108972221608
619,620,631,Bedminster Down Rd-CAZ-Roadsign by Winterstoke,631,357729,170660,Yes,NO2,1,Yes,1.5,12.0,,Yes,Roadsign by Winterstoke,2.5,23.5,29.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,65.0,-2.6094717102212868,51.43335219086285
620,621,632,West St-CAZ-Lamppost by Argus Rd,632,358073,171063,Yes,NO2,1,Yes,1.6,7.8,,Yes,Lamppost by Argus Rd,2.5,26.0,40.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,5.0,No,Yes,390.0,-2.6045708770368377,51.437001101954216
621,622,633,West St-CAZ-Lamppost opp Jamiesons,633,358217,171299,Yes,NO2,1,Yes,2.3,2.7,,Yes,Lamppost opp Jamiesons,2.5,21.5,40.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,120.0,-2.6025270102131235,51.43913356454341
622,623,634,Bedminster Parade-CAZ-Lamppost by William Hill,634,358772,171741,Yes,NO2,1,Yes,2.3,2.7,,Yes,Lamppost by William Hill,2.5,8.3,40.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,70.0,-2.5945937270862727,51.44314829878011
623,624,635,York Rd-CAZ-Sign after bridge,635,359106,171962,Yes,NO2,1,No,0.5,100.0,,Yes,Sign after bridge,2.5,7.1,41.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,50.0,-2.5898137154059455,51.445159660824146
624,625,636,Bath Rd-CAZ-Lamppost by Bus Lane,636,359940,171838,Yes,NO2,1,No,3.0,100.0,,Yes,Lamppost by Bus Lane,2.5,18.5,41.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,50.0,-2.5777997410844105,51.44410463096056
625,626,637,Bath Rd-CAZ-Lamppost by Kings Road,637,361206,171390,Yes,NO2,1,No,1.5,20.0,,Yes,Lamppost by Kings Road,2.5,22.4,43.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,7.0,No,Yes,141.0,-2.5595348886026033,51.44016499566909
626,627,638,A4044 Roundabout-CAZ-Lamppost,638,359498,173144,Yes,NO2,1,No,17.0,19.0,,Yes,Lamppost,2.5,14.2,57.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,32.0,-2.5843087483805456,51.4558156266086
627,628,639,Victoria St-CAZ-Lamppost opp Mitchell Lane,639,359318,172634,Yes,NO2,1,Yes,1.0,4.0,,Yes,Lamppost opp Mitchell Lane,2.5,7.8,49.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,4.0,No,Yes,166.0,-2.5868405614088217,51.45121705458138
628,629,640,Lamb Street-CAZ-One way sign by Church,640,359792,173319,Yes,NO2,1,No,3.0,4.7,,Yes,One way sign by Church,2.5,15.6,57.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,10.0,-2.5800974914236816,51.45741016845125
629,630,641,Stokes Croft-CAZ-Lamppost,641,359114,174007,Yes,NO2,1,Yes,2.5,2.5,,Yes,Lamppost,2.5,26.6,67.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,No,81.0,-2.589935221293238,51.46354745497871
630,631,642,Ashley Road-CAZ-Lamppost opp Drumd Rd,642,359276,174155,Yes,NO2,1,No,2.0,20.0,,Yes,Lamppost opp Drumd Rd,2.5,23.5,67.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,175.0,-2.5876204290367606,51.46488991256636
631,632,643,Sussex Place-CAZ-Lamppost,643,359817,174401,Yes,NO2,1,Yes,0.2,10.6,,Yes,Lamppost,2.5,13.6,67.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,8.0,No,Yes,83.0,-2.5798608651424173,51.4671406039893
632,633,644,Ashley Down Rd-CAZ-Lamppost,644,359676,175102,Yes,NO2,1,Yes,2.0,8.0,,No,Lamppost,2.5,54.0,80.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,25.0,-2.581970986679813,51.47343327077164
633,634,645,Gloucester Rd-CAZ-Lamppost opp Baths,645,359033,175259,Yes,NO2,1,Yes,0.1,6.0,,Yes,Lamppost opp Baths,2.5,37.6,80.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,5.0,No,Yes,61.0,-2.591246955687315,51.47479850732866
634,635,646,Cheltenham Rd-CAZ-Post by Papa Johns,646,359035,174427,Yes,NO2,1,Yes,0.1,3.0,,Yes,Post by Papa Johns,2.5,28.0,67.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,5.0,No,Yes,250.0,-2.5911212342882273,51.467318088714535
635,636,647,Merchants Rd-CAZ-Lamppost by house,647,357124,172400,Yes,NO2,1,Yes,1.7,4.5,,Yes,Lamppost by house,2.5,9.3,47.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,5.0,No,Yes,30.0,-2.618384355373911,51.448950494196765
636,637,648,Wells Rd-CAZ-Lamppost by Red Lion Carpets,648,360905,170185,Yes,NO2,1,Yes,2.0,6.3,,Yes,Lamppost by Red Lion Carpets,2.5,48.6,32.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,5.0,No,Yes,178.0,-2.563731245695491,51.42930993853168
637,638,649,Bath Rd-CAZ-Lamppost,649,362089,170606,Yes,NO2,1,Yes,2.0,12.5,,Yes,Lamppost,2.5,34.2,34.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,65.0,-2.54674680850237,51.43317573242587
638,639,650,Wells Rd-CAZ-Lamppost,650,360818,170448,Yes,NO2,1,Yes,2.0,2.0,,Yes,Lamppost,2.5,67.6,32.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,265.0,-2.565011964197827,51.4316686195837
639,640,651,Church Rd-CAZ-Post by Barwaaqo Cafe,651,360939,173372,Yes,NO2,1,Yes,2.0,2.0,,Yes,Post by Barwaaqo Cafe,2.5,18.6,58.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,No,80.0,-2.561011290497011,51.46279026882979
640,641,652,Whitehall Rd-CAZ-Lamppost by house,652,361116,173793,Yes,NO2,1,Yes,1.0,4.5,,Yes,Lamppost by house,2.5,22.8,59.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,4.0,No,Yes,490.0,-2.5610941000780456,51.46176481387968
641,642,653,Stapleton Rd-CAZ-Lamppost by house,653,360515,174134,Yes,NO2,1,Yes,1.5,4.0,,Yes,Lamppost by house,2.5,12.3,68.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,4.0,No,Yes,175.0,-2.569782948665345,51.46478920784946
642,643,654,Mina Rd-CAZ-Lamppost by house,654,360207,174403,Yes,NO2,1,Yes,3.2,5.3,,Yes,Lamppost by house,2.5,10.9,68.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,100.0,-2.5742468403236165,51.46718622693244
643,644,655,Muller Rd-CAZ-Lamppost opp LA DT,655,361355,175203,Yes,NO2,1,No,2.0,100.0,,Yes,Lamppost opp LA DT,2.5,23.3,82.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,5.0,No,Yes,70.0,-2.5578086228017005,51.47445866160491
644,645,656,Stapleton Rd-CAZ-Lamppost,656,361141,175446,Yes,NO2,1,Yes,0.5,8.1,,Yes,Lamppost,2.5,12.7,82.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,6.0,No,Yes,155.0,-2.560916579834494,51.47662883257064
645,646,657,Fishponds Rd-CAZ-Lamppost,657,361676,175127,Yes,NO2,1,No,3.0,100.0,,Yes,Lamppost,2.5,37.1,82.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,15.0,No,Yes,108.0,-2.5531786715352007,51.47379715072091
646,647,658,Fishponds Rd-CAZ-Lamppost,658,363325,175803,Yes,NO2,1,Yes,1.5,5.3,,Yes,Lamppost,2.5,60.4,84.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,146.0,-2.529508082105169,51.47998463997244
647,648,659,Muller Rd-CAZ-Lamppost,659,359773,176702,Yes,NO2,1,Yes,0.1,8.9,,No,Lamppost,2.5,60.0,93.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,8.0,No,Yes,88.0,-2.5807572801207876,51.48782556445269
648,649,660,Muller Rd-CAZ-Lamppost,660,360896,175312,Yes,NO2,1,Yes,0.2,6.0,,Yes,Lamppost,2.5,18.8,81.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,118.0,-2.564429271098372,51.47540718023556
649,650,661,Linden Rd-CAZ-Lamppost by house,661,358022,175630,Yes,NO2,1,Yes,0.4,7.0,,No,Lamppost by house,2.5,70.7,79.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,5.0,No,Yes,105.0,-2.605847603110864,51.478059732516925
650,651,662,Linden Rd-CAZ-Lamppost by house,662,357868,175723,Yes,NO2,1,Yes,3.0,13.5,,No,Lamppost by house,2.5,77.7,78.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,59.0,-2.6080761733712037,51.47888439506744
651,652,663,Whiteladies Rd-CAZ-Lamppost after petrol station,663,357396,174761,Yes,NO2,1,Yes,3.0,6.0,,No,Lamppost after petrol station,2.5,89.5,65.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,No,Yes,144.0,-2.6147562148935735,51.47019957370065
652,653,664,Westbury Rd-CAZ-Lamppost by hospital,664,357347,174992,Yes,NO2,1,No,0.1,22.0,,No,Lamppost by hospital,2.5,95.5,65.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,40.0,-2.6154896506697063,51.47227281330897
653,654,665,Upper Maudlin St-CAZ-Lamppost opp BRI,665,358675,173405,Yes,NO2,1,Yes,2.0,4.0,,Yes,Lamppost opp BRI,2.5,21.3,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,20.0,-2.5961837047034515,51.458102616971566
654,655,666,Upper Maudlin St-CAZ-Lamppost by BRI,666,358646,173426,Yes,NO2,1,Yes,5.0,10.0,,Yes,Lamppost by BRI,2.5,25.5,56.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,10.0,No,Yes,12.0,-2.596603549312594,51.45828930818225
655,656,667,College Green-CAZ-Post by Toni&Guy,667,358531,172803,Yes,NO2,1,Yes,0.5,5.0,,Yes,Post by Toni&Guy,2.5,9.7,48.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,3.0,No,Yes,35.0,-2.5981854495344083,51.45267923044324
656,657,668,Clift House Road-CAZ-Telegraph pole clift house road,668,357131,171895,No,NO2,1,Yes,0.1,0.0,,Yes,Telegraph pole clift house road,2.5,12.9,39.0,Urban Traffic,Kerbside,CAZ,,0.0,,1609718400000.0,,,,,No,No,,-2.6182223803168223,51.4444105161918
